Variable_Name,Data_Type,Type_Precision,Storage_Size,Number_of_Elements,DataType_Size,Number_of_Attributes,Storage_Layout,Fill_Value_Definition,Fill_Value,Min_Value,Max_Value,User_Time,System_Time,Elapsed_Time,CPU_Usage,Energy_Joules,Nano_Seconds,FileSize_in_Folder_Before,FileSize_in_Folder_After,Compressor,Array_Dimension,DM1,DM2,DM3,DM4
f_mv_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.03,0.04,0:00.08,91,125.14,94,55486097,1404029,lz4,4,31,31,82,88
f_mv_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.02,0.06,0:00.09,95,128.21,109,55486099,55487804,NONE,4,31,31,82,88
f_mv_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.1,0.04,0:00.16,90,116.63,176,55486099,5821960,blosc,4,31,31,82,88
f_mv_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,2.99,0.38,0:03.39,99,463.61,3403,55486099,244905,mafisc,4,31,31,82,88
f_mv_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.02,0.04,0:00.08,87,114.52,98,55486099,1404029,lz4,4,31,31,82,88
f_mv_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.01,0.08,0:00.09,95,117.86,110,55486103,55487804,NONE,4,31,31,82,88
f_mv_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.1,0.05,0:00.17,94,127.84,182,55486103,5821960,blosc,4,31,31,82,88
f_mv_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,3,0.33,0:03.36,99,463.92,3381,55486103,244905,mafisc,4,31,31,82,88
f_mv_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.02,0.04,0:00.07,90,129.99,87,55486103,1404029,lz4,4,31,31,82,88
f_mv_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.01,0.07,0:00.09,94,128.41,111,55486102,55487804,NONE,4,31,31,82,88
f_mv_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.11,0.04,0:00.17,91,112.86,183,55486102,5821960,blosc,4,31,31,82,88
f_mv_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,2.92,0.41,0:03.35,99,455.92,3363,55486102,244905,mafisc,4,31,31,82,88
f_mv_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.02,0.04,0:00.08,83,113.88,92,55486102,1404029,lz4,4,31,31,82,88
f_mw_alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-796.608952,151.48548,0.01,0.07,0:00.09,94,130.32,106,55486087,55487804,NONE,4,31,31,82,88
f_mw_alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-796.608952,151.48548,0.19,0.05,0:00.26,96,123.74,275,55486087,19131171,blosc,4,31,31,82,88
f_mw_alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-796.608952,151.48548,8.23,0.47,0:08.72,99,1054.62,8738,55486087,14747423,mafisc,4,31,31,82,88
f_mw_alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-796.608952,151.48548,0.06,0.04,0:00.12,91,116.66,133,55486087,15676332,lz4,4,31,31,82,88
f_mw_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.164649,8.968591,0.01,0.07,0:00.09,94,120.47,104,55486089,55487804,NONE,4,31,31,82,88
f_mw_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.164649,8.968591,0.18,0.06,0:00.26,94,108.98,278,55486089,19091617,blosc,4,31,31,82,88
f_mw_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.164649,8.968591,8.52,0.48,0:09.03,99,1166.91,9043,55486089,14855719,mafisc,4,31,31,82,88
f_mw_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.164649,8.968591,0.05,0.05,0:00.12,89,114.29,135,55486089,15599192,lz4,4,31,31,82,88
f_mw_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2.341835,7.781323,0.01,0.07,0:00.09,93,122.16,103,55486104,55487804,NONE,4,31,31,82,88
f_mw_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2.341835,7.781323,0.18,0.05,0:00.25,95,119.34,264,55486104,18851869,blosc,4,31,31,82,88
f_mw_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2.341835,7.781323,8.18,0.42,0:08.63,99,1054.96,8644,55486104,14666223,mafisc,4,31,31,82,88
f_mw_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2.341835,7.781323,0.05,0.05,0:00.11,94,119.42,129,55486104,15647764,lz4,4,31,31,82,88
f_mw_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.536924,7.798046,0.01,0.07,0:00.09,94,123.38,107,55486104,55487804,NONE,4,31,31,82,88
f_mw_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.536924,7.798046,0.18,0.05,0:00.25,94,110.71,266,55486104,18865971,blosc,4,31,31,82,88
f_mw_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.536924,7.798046,8.38,0.49,0:08.89,99,1054.05,8906,55486104,14686167,mafisc,4,31,31,82,88
f_mw_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.536924,7.798046,0.07,0.04,0:00.12,90,138.02,139,55486104,15648219,lz4,4,31,31,82,88
f_mw_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.075091,2.825872,0.01,0.07,0:00.09,94,114.09,110,55486104,55487804,NONE,4,31,31,82,88
f_mw_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.075091,2.825872,0.18,0.06,0:00.26,96,120.51,272,55486104,18548485,blosc,4,31,31,82,88
f_mw_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.075091,2.825872,8.06,0.45,0:08.54,99,1044.68,8556,55486104,14340619,mafisc,4,31,31,82,88
f_mw_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.075091,2.825872,0.06,0.05,0:00.12,93,117.35,136,55486104,15606476,lz4,4,31,31,82,88
f_mw_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.010513,0.445059,0.01,0.07,0:00.09,95,125.36,109,55486104,55487804,NONE,4,31,31,82,88
f_mw_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.010513,0.445059,0.19,0.05,0:00.26,94,112.73,276,55486104,18562299,blosc,4,31,31,82,88
f_mw_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.010513,0.445059,8.36,0.51,0:08.88,99,1069.52,8902,55486104,14354231,mafisc,4,31,31,82,88
f_mw_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.010513,0.445059,0.05,0.06,0:00.12,91,119.54,140,55486104,15608760,lz4,4,31,31,82,88
f_mw_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-259.422576,179.84059,0.01,0.07,0:00.09,94,122.38,109,55486105,55487804,NONE,4,31,31,82,88
f_mw_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-259.422576,179.84059,0.19,0.06,0:00.26,96,113.27,276,55486105,19155421,blosc,4,31,31,82,88
f_mw_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-259.422576,179.84059,8.33,0.51,0:08.87,99,1064.86,8887,55486105,14760167,mafisc,4,31,31,82,88
f_mw_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-259.422576,179.84059,0.05,0.05,0:00.12,93,124.68,132,55486105,15669932,lz4,4,31,31,82,88
f_mw_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.850226,0.553026,0,0.08,0:00.10,94,123.61,111,55486110,55487804,NONE,4,31,31,82,88
f_mw_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.850226,0.553026,0.19,0.05,0:00.26,94,111.1,277,55486110,19023264,blosc,4,31,31,82,88
f_mw_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.850226,0.553026,8.33,0.49,0:08.84,99,1056.74,8857,55486110,14796691,mafisc,4,31,31,82,88
f_mw_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.850226,0.553026,0.06,0.04,0:00.12,90,118.05,133,55486110,15622228,lz4,4,31,31,82,88
f_mw_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.160562,0.789203,0.01,0.07,0:00.09,94,138.61,110,55486112,55487804,NONE,4,31,31,82,88
f_mw_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.160562,0.789203,0.19,0.05,0:00.26,95,119.87,271,55486112,18972479,blosc,4,31,31,82,88
f_mw_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.160562,0.789203,8.34,0.36,0:08.72,99,1061.81,8737,55486112,14762895,mafisc,4,31,31,82,88
f_mw_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.160562,0.789203,0.07,0.03,0:00.12,93,118.97,137,55486112,15602484,lz4,4,31,31,82,88
f_mw_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.034107,88.190617,0,0.08,0:00.09,94,136.43,114,55486086,55487804,NONE,4,31,31,82,88
f_mw_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.034107,88.190617,0.19,0.05,0:00.26,94,113.91,276,55486086,19144370,blosc,4,31,31,82,88
f_mw_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.034107,88.190617,8.49,0.44,0:08.95,99,1067.85,8966,55486086,14886191,mafisc,4,31,31,82,88
f_mw_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.034107,88.190617,0.06,0.05,0:00.12,91,113.99,137,55486086,15624882,lz4,4,31,31,82,88
f_mw_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-8.965114,25.654244,0.02,0.06,0:00.09,94,128.41,106,55486087,55487804,NONE,4,31,31,82,88
f_mw_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-8.965114,25.654244,0.19,0.05,0:00.25,95,117.89,271,55486087,19024267,blosc,4,31,31,82,88
f_mw_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-8.965114,25.654244,8.5,0.5,0:09.02,99,1152.39,9042,55486087,14800911,mafisc,4,31,31,82,88
f_mw_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-8.965114,25.654244,0.06,0.04,0:00.12,94,119.1,133,55486087,15600314,lz4,4,31,31,82,88
f_mw_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-31.487638,306.998618,0.01,0.08,0:00.09,94,139.9,108,55486084,55487804,NONE,4,31,31,82,88
f_mw_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-31.487638,306.998618,0.19,0.05,0:00.26,94,109.88,276,55486084,18833096,blosc,4,31,31,82,88
f_mw_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-31.487638,306.998618,8.38,0.51,0:08.91,99,1069.03,8923,55486084,14526423,mafisc,4,31,31,82,88
f_mw_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-31.487638,306.998618,0.05,0.05,0:00.12,90,123.03,133,55486084,15610082,lz4,4,31,31,82,88
f_mw_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2.516479,11.577351,0.02,0.06,0:00.09,94,137.9,107,55486088,55487804,NONE,4,31,31,82,88
f_mw_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2.516479,11.577351,0.19,0.05,0:00.25,95,117.67,268,55486088,18836493,blosc,4,31,31,82,88
f_mw_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2.516479,11.577351,8.12,0.49,0:08.62,99,1051.7,8641,55486088,14567011,mafisc,4,31,31,82,88
f_mw_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2.516479,11.577351,0.06,0.05,0:00.12,94,110.33,137,55486088,15543283,lz4,4,31,31,82,88
f_mw_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.37089,1.747525,0.01,0.07,0:00.09,95,137.99,106,55486088,55487804,NONE,4,31,31,82,88
f_mw_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.37089,1.747525,0.19,0.05,0:00.26,93,111.07,274,55486088,18794083,blosc,4,31,31,82,88
f_mw_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.37089,1.747525,8.24,0.51,0:08.77,99,1072.61,8783,55486088,14552447,mafisc,4,31,31,82,88
f_mw_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.37089,1.747525,0.06,0.04,0:00.12,90,109.36,134,55486088,15535709,lz4,4,31,31,82,88
f_mw_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.932464,10.127986,0.01,0.08,0:00.09,94,121.81,109,55486092,55487804,NONE,4,31,31,82,88
f_mw_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.932464,10.127986,0.19,0.05,0:00.26,95,125.03,273,55486092,18832995,blosc,4,31,31,82,88
f_mw_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.932464,10.127986,8.5,0.49,0:09.02,99,1152.1,9037,55486092,14562663,mafisc,4,31,31,82,88
f_mw_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.932464,10.127986,0.06,0.05,0:00.12,94,112.71,135,55486092,15542287,lz4,4,31,31,82,88
f_mw_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.291693,1.528753,0.02,0.06,0:00.09,94,127.58,107,55486092,55487804,NONE,4,31,31,82,88
f_mw_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.291693,1.528753,0.18,0.06,0:00.26,94,110.49,275,55486092,18800117,blosc,4,31,31,82,88
f_mw_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.291693,1.528753,8.22,0.45,0:08.69,99,1050.24,8711,55486092,14552799,mafisc,4,31,31,82,88
f_mw_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.291693,1.528753,0.06,0.04,0:00.12,90,113.98,138,55486092,15534925,lz4,4,31,31,82,88
f_mw_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-122.525563,129.356298,0.02,0.06,0:00.09,94,126.64,129,55486094,55487804,NONE,4,31,31,82,88
f_mw_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-122.525563,129.356298,0.19,0.05,0:00.25,95,130.47,271,55486094,19209917,blosc,4,31,31,82,88
f_mw_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-122.525563,129.356298,8.54,0.48,0:09.04,99,1163.9,9058,55486094,14897859,mafisc,4,31,31,82,88
f_mw_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-122.525563,129.356298,0.06,0.04,0:00.11,93,121.68,131,55486094,15610056,lz4,4,31,31,82,88
f_mw_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.246318,3.228625,0.01,0.07,0:00.09,94,141.93,106,55486098,55487804,NONE,4,31,31,82,88
f_mw_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.246318,3.228625,0.19,0.04,0:00.26,93,120.1,271,55486098,19096004,blosc,4,31,31,82,88
f_mw_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.246318,3.228625,8.4,0.55,0:08.97,99,1061.29,8986,55486098,14850087,mafisc,4,31,31,82,88
f_mw_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.246318,3.228625,0.06,0.05,0:00.12,90,112.22,140,55486098,15602735,lz4,4,31,31,82,88
f_mw_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.541105,1.487845,0.01,0.07,0:00.09,94,136.44,106,55486097,55487804,NONE,4,31,31,82,88
f_mw_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.541105,1.487845,0.18,0.06,0:00.26,96,117.68,273,55486097,19097241,blosc,4,31,31,82,88
f_mw_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.541105,1.487845,8.3,0.45,0:08.77,99,1046.49,8788,55486097,14854139,mafisc,4,31,31,82,88
f_mw_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.541105,1.487845,0.06,0.05,0:00.12,94,124.06,136,55486097,15612246,lz4,4,31,31,82,88
f_n3n_brm,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0,0.08,0:00.09,95,117.72,106,55486041,55487804,NONE,4,31,31,82,88
f_n3n_brm,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.1,0.04,0:00.16,90,112.63,181,55486041,5821960,blosc,4,31,31,82,88
f_n3n_brm,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,3.01,0.35,0:03.38,99,470.85,3393,55486041,244905,mafisc,4,31,31,82,88
f_n3n_brm,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.02,0.05,0:00.08,87,113,97,55486041,1404029,lz4,4,31,31,82,88
f_n3n_nn2,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.01,0.07,0:00.09,94,130.43,106,55486041,55487804,NONE,4,31,31,82,88
f_n3n_nn2,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.11,0.04,0:00.17,94,118.85,181,55486041,5821960,blosc,4,31,31,82,88
f_n3n_nn2,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,2.95,0.35,0:03.32,99,465.99,3340,55486041,244905,mafisc,4,31,31,82,88
f_n3n_nn2,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0,0.03,0.03,0:00.07,89,125.27,86,55486041,1404029,lz4,4,31,31,82,88
f_n3n_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,2.483856,0.01,0.07,0:00.09,95,134.62,105,55486041,55487804,NONE,4,31,31,82,88
f_n3n_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,2.483856,0.18,0.05,0:00.25,93,134.57,277,55486041,18704297,blosc,4,31,31,82,88
f_n3n_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,2.483856,8.15,0.39,0:08.55,99,1051.76,8563,55486041,14597471,mafisc,4,31,31,82,88
f_n3n_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,2.483856,0.05,0.06,0:00.13,90,118.42,142,55486041,15658125,lz4,4,31,31,82,88
f_n3n_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.658119,0.01,0.08,0:00.09,95,122.31,109,55486041,55487804,NONE,4,31,31,82,88
f_n3n_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.658119,0.19,0.05,0:00.25,95,115.19,267,55486041,18667766,blosc,4,31,31,82,88
f_n3n_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.658119,8.33,0.44,0:08.79,99,1053.78,8804,55486041,14595087,mafisc,4,31,31,82,88
f_n3n_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.658119,0.06,0.04,0:00.11,93,118.99,126,55486041,15658414,lz4,4,31,31,82,88
f_n4n_ban,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,5.202889,0.02,0.07,0:00.09,94,114.88,106,55486041,55487804,NONE,4,31,31,82,88
f_n4n_ban,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,5.202889,0.18,0.05,0:00.25,93,114.33,270,55486041,17856434,blosc,4,31,31,82,88
f_n4n_ban,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,5.202889,8.17,0.51,0:08.70,99,1042.9,8722,55486041,13685825,mafisc,4,31,31,82,88
f_n4n_ban,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,5.202889,0.05,0.05,0:00.12,87,117.03,137,55486041,15096343,lz4,4,31,31,82,88
f_n4n_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,13.974558,0.01,0.07,0:00.09,94,137.05,106,55486041,55487804,NONE,4,31,31,82,88
f_n4n_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,13.974558,0.18,0.05,0:00.25,94,122.98,266,55486041,18382665,blosc,4,31,31,82,88
f_n4n_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,13.974558,8.12,0.43,0:08.56,99,1065.4,8582,55486041,14306863,mafisc,4,31,31,82,88
