Variable_Name,Data_Type,Type_Precision,Storage_Size,Number_of_Elements,DataType_Size,Number_of_Attributes,Storage_Layout,Fill_Value_Definition,Fill_Value,Min_Value,Max_Value,User_Time,System_Time,Elapsed_Time,CPU_Usage,Energy_Joules,Nano_Seconds,FileSize_in_Folder_Before,FileSize_in_Folder_After,Compressor,Array_Dimension,DM1,DM2,DM3,DM4
Iopt,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,40,40,0.01,0.07,0:00.09,95,121.02,105,55486042,55487804,NONE,4,31,31,82,88
Iopt,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,40,40,0.1,0.05,0:00.27,57,116.53,281,55486042,5821960,blosc,4,31,31,82,88
Iopt,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,40,40,2.91,0.41,0:03.36,99,469.04,3370,55486042,242177,mafisc,4,31,31,82,88
Iopt,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,40,40,0.02,0.04,0:00.07,91,113.09,90,55486042,1612473,lz4,4,31,31,82,88
PAR_mean,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,19.665054,0.01,0.07,0:00.09,94,114.73,104,55486041,55487804,NONE,4,31,31,82,88
PAR_mean,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,19.665054,0.19,0.05,0:00.26,94,117.28,272,55486041,18874322,blosc,4,31,31,82,88
PAR_mean,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,19.665054,8.67,0.49,0:09.18,99,1176.07,9202,55486041,15064921,mafisc,4,31,31,82,88
PAR_mean,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,19.665054,0.06,0.05,0:00.12,89,110.92,138,55486041,16127287,lz4,4,31,31,82,88
alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2269.004167,2494.331019,0,0.08,0:00.09,94,113.66,105,55486036,55487804,NONE,4,31,31,82,88
alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2269.004167,2494.331019,0.21,0.05,0:00.27,95,115.8,289,55486036,19562182,blosc,4,31,31,82,88
alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2269.004167,2494.331019,8.81,0.52,0:09.36,99,1156.93,9371,55486036,14872121,mafisc,4,31,31,82,88
alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2269.004167,2494.331019,0.07,0.05,0:00.13,93,114.69,142,55486036,18883242,lz4,4,31,31,82,88
area,DOUBLE,64,57728,7216,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,362855648.654902,554939211.831436,0,0,0:00.01,70,117.19,27,66038,67884,NONE,2,82,88,,
area,DOUBLE,64,57728,7216,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,362855648.654902,554939211.831436,0,0.01,0:00.03,62,115.1,43,66038,21592,blosc,2,82,88,,
area,DOUBLE,64,57728,7216,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,362855648.654902,554939211.831436,0.01,0,0:00.02,75,115.97,39,66038,13667,mafisc,2,82,88,,
area,DOUBLE,64,57728,7216,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,362855648.654902,554939211.831436,0,0,0:00.02,58,115.55,36,66038,13102,lz4,2,82,88,,
bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,5.3E-05,20.785901,0.02,0.07,0:00.10,96,123.41,109,55486038,55487804,NONE,4,31,31,82,88
bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,5.3E-05,20.785901,0.21,0.05,0:00.27,95,117.66,286,55486038,21714518,blosc,4,31,31,82,88
bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,5.3E-05,20.785901,9.85,0.49,0:10.36,99,1293.19,10380,55486038,17351491,mafisc,4,31,31,82,88
bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,5.3E-05,20.785901,0.06,0.05,0:00.12,93,119.85,135,55486038,19451636,lz4,4,31,31,82,88
ban,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,1.3E-05,5.196475,0.01,0.07,0:00.09,94,137.62,107,55486038,55487804,NONE,4,31,31,82,88
ban,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,1.3E-05,5.196475,0.2,0.06,0:00.28,94,125.47,292,55486038,21711596,blosc,4,31,31,82,88
ban,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,1.3E-05,5.196475,9.67,0.47,0:10.15,99,1272.11,10170,55486038,17344123,mafisc,4,31,31,82,88
ban,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,1.3E-05,5.196475,0.07,0.04,0:00.13,92,116,144,55486038,19449239,lz4,4,31,31,82,88
bap,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,1E-06,0.519648,0.02,0.06,0:00.09,94,140.56,105,55486038,55487804,NONE,4,31,31,82,88
bap,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,1E-06,0.519648,0.19,0.06,0:00.27,95,118.21,287,55486038,21708018,blosc,4,31,31,82,88
bap,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,1E-06,0.519648,9.76,0.49,0:10.27,99,1282.68,10287,55486038,17328955,mafisc,4,31,31,82,88
bap,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,1E-06,0.519648,0.07,0.04,0:00.12,93,111.75,140,55486038,19446160,lz4,4,31,31,82,88
bathymetry,DOUBLE,64,57728,7216,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,4.210244,3500.204952,0.01,0,0:00.01,68,120.88,24,66045,67884,NONE,2,82,88,,
bathymetry,DOUBLE,64,57728,7216,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,4.210244,3500.204952,0,0,0:00.02,62,112.05,38,66045,37283,blosc,2,82,88,,
bathymetry,DOUBLE,64,57728,7216,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,4.210244,3500.204952,0.02,0,0:00.03,77,116.31,47,66045,35759,mafisc,2,82,88,,
bathymetry,DOUBLE,64,57728,7216,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,4.210244,3500.204952,0,0.01,0:00.02,52,115.09,33,66045,40521,lz4,2,82,88,,
chl_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.323698,0.01,0.08,0:00.09,93,114.68,109,55486042,55487804,NONE,4,31,31,82,88
chl_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.323698,0.17,0.06,0:00.25,95,117.89,268,55486042,17956247,blosc,4,31,31,82,88
chl_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.323698,8.14,0.48,0:08.64,99,1060.14,8659,55486042,13410011,mafisc,4,31,31,82,88
chl_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.323698,0.07,0.04,0:00.12,93,113.92,130,55486042,15514108,lz4,4,31,31,82,88
chl_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.336321,0,0.08,0:00.09,94,135.07,103,55486046,55487804,NONE,4,31,31,82,88
chl_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.336321,0.19,0.05,0:00.26,94,118.08,271,55486046,17911086,blosc,4,31,31,82,88
chl_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.336321,8.05,0.5,0:08.57,99,1059.33,8582,55486046,13282563,mafisc,4,31,31,82,88
chl_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.336321,0.05,0.05,0:00.12,91,115.67,132,55486046,15505346,lz4,4,31,31,82,88
d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.000417,7.092827,0.01,0.07,0:00.09,94,113.42,104,55486053,55487804,NONE,4,31,31,82,88
d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.000417,7.092827,0.2,0.06,0:00.27,95,117.03,289,55486053,21926058,blosc,4,31,31,82,88
d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.000417,7.092827,9.85,0.51,0:10.39,99,1277.5,10403,55486053,17637731,mafisc,4,31,31,82,88
d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.000417,7.092827,0.06,0.05,0:00.12,94,111.83,140,55486053,19523027,lz4,4,31,31,82,88
d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,6.2E-05,9.221049,0.01,0.07,0:00.09,94,127.7,104,55486053,55487804,NONE,4,31,31,82,88
d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,6.2E-05,9.221049,0.2,0.06,0:00.28,95,113.42,294,55486053,21948014,blosc,4,31,31,82,88
d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,6.2E-05,9.221049,10.02,0.52,0:10.57,99,1299.16,10582,55486053,17574855,mafisc,4,31,31,82,88
d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,6.2E-05,9.221049,0.06,0.05,0:00.13,91,125.93,143,55486053,19521909,lz4,4,31,31,82,88
d1p,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,3E-06,0.781536,0.01,0.07,0:00.09,93,120.11,102,55486053,55487804,NONE,4,31,31,82,88
d1p,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,3E-06,0.781536,0.2,0.05,0:00.27,95,115.67,288,55486053,21961754,blosc,4,31,31,82,88
d1p,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,3E-06,0.781536,9.87,0.51,0:10.40,99,1284.21,10417,55486053,17657659,mafisc,4,31,31,82,88
d1p,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,3E-06,0.781536,0.06,0.05,0:00.12,93,125.31,137,55486053,19529524,lz4,4,31,31,82,88
d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.000292,0.289229,0.02,0.06,0:00.09,93,128.26,103,55486053,55487804,NONE,4,31,31,82,88
d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.000292,0.289229,0.21,0.06,0:00.28,95,113.05,300,55486053,22242507,blosc,4,31,31,82,88
d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.000292,0.289229,9.79,0.63,0:10.44,99,1289.99,10458,55486053,17803547,mafisc,4,31,31,82,88
d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.000292,0.289229,0.07,0.04,0:00.13,90,120.83,142,55486053,19516680,lz4,4,31,31,82,88
d2k,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,9.9E-05,0.015475,0.01,0.07,0:00.09,94,117.08,105,55486057,55487804,NONE,4,31,31,82,88
d2k,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,9.9E-05,0.015475,0.21,0.05,0:00.28,96,112.38,296,55486057,22187494,blosc,4,31,31,82,88
d2k,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,9.9E-05,0.015475,9.77,0.45,0:10.24,99,1285.1,10255,55486057,17750377,mafisc,4,31,31,82,88
d2k,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,9.9E-05,0.015475,0.06,0.05,0:00.12,92,111.9,136,55486057,19505504,lz4,4,31,31,82,88
d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,3E-05,0.044808,0.01,0.07,0:00.09,94,134.23,105,55486053,55487804,NONE,4,31,31,82,88
d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,3E-05,0.044808,0.21,0.05,0:00.28,94,115.48,295,55486053,22233472,blosc,4,31,31,82,88
d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,3E-05,0.044808,9.88,0.5,0:10.40,99,1283.96,10417,55486053,17794547,mafisc,4,31,31,82,88
d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,3E-05,0.044808,0.05,0.06,0:00.13,92,116.14,144,55486053,19520165,lz4,4,31,31,82,88
d2p,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2E-06,0.00224,0.02,0.07,0:00.09,95,112.11,107,55486053,55487804,NONE,4,31,31,82,88
d2p,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2E-06,0.00224,0.22,0.04,0:00.28,95,127.11,295,55486053,22264653,blosc,4,31,31,82,88
d2p,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2E-06,0.00224,9.95,0.54,0:10.51,99,1290.07,10525,55486053,17851639,mafisc,4,31,31,82,88
d2p,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2E-06,0.00224,0.06,0.05,0:00.12,93,112.94,139,55486053,19522367,lz4,4,31,31,82,88
d2s,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.001493,0.213106,0,0.08,0:00.09,94,136.2,109,55486055,55487804,NONE,4,31,31,82,88
d2s,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.001493,0.213106,0.21,0.06,0:00.29,95,124.6,302,55486055,22230814,blosc,4,31,31,82,88
d2s,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.001493,0.213106,9.87,0.45,0:10.35,99,1289.84,10360,55486055,17806475,mafisc,4,31,31,82,88
d2s,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.001493,0.213106,0.06,0.05,0:00.12,91,118.2,139,55486055,19508127,lz4,4,31,31,82,88
depth,FLOAT,32,124,31,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,5,3500,0.01,0,0:00.02,80,120.59,32,10925,10969,NONE,1,31,,,
depth,FLOAT,32,124,31,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,5,3500,0,0.01,0:00.03,66,117.94,44,10925,11013,blosc,1,31,,,
depth,FLOAT,32,124,31,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,5,3500,0,0,0:00.02,61,115.3,35,10925,11042,mafisc,1,31,,,
depth,FLOAT,32,124,31,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,5,3500,0.01,0,0:00.02,58,112.91,33,10925,11042,lz4,1,31,,,
dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2021.22781,2643.716987,0.02,0.07,0:00.09,94,135.97,108,55486054,55487804,NONE,4,31,31,82,88
dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2021.22781,2643.716987,0.21,0.05,0:00.27,94,110.6,289,55486054,19562249,blosc,4,31,31,82,88
dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2021.22781,2643.716987,8.7,0.51,0:09.24,99,1178.75,9251,55486054,14570767,mafisc,4,31,31,82,88
dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,2021.22781,2643.716987,0.06,0.06,0:00.13,92,114.89,146,55486054,18547909,lz4,4,31,31,82,88
doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.05454,1.656938,0.01,0.07,0:00.09,94,117.43,105,55486059,55487804,NONE,4,31,31,82,88
doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.05454,1.656938,0.19,0.06,0:00.27,95,116.24,282,55486059,21281035,blosc,4,31,31,82,88
doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.05454,1.656938,9.48,0.49,0:10.00,99,1180.25,10012,55486059,16812781,mafisc,4,31,31,82,88
doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.05454,1.656938,0.07,0.05,0:00.13,93,115.26,143,55486059,19428002,lz4,4,31,31,82,88
don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.003906,1.479841,0.02,0.07,0:00.09,94,116.25,105,55486061,55487804,NONE,4,31,31,82,88
don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.003906,1.479841,0.2,0.06,0:00.28,95,111.8,295,55486061,21703743,blosc,4,31,31,82,88
don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.003906,1.479841,9.78,0.53,0:10.33,99,1275.27,10347,55486061,17207543,mafisc,4,31,31,82,88
don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.003906,1.479841,0.06,0.05,0:00.13,91,117.03,144,55486061,19478232,lz4,4,31,31,82,88
dop,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.00025,0.269323,0.02,0.06,0:00.09,94,142.21,105,55486063,55487804,NONE,4,31,31,82,88
dop,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.00025,0.269323,0.2,0.05,0:00.27,96,128.44,289,55486063,21635033,blosc,4,31,31,82,88
dop,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.00025,0.269323,9.75,0.52,0:10.29,99,1300.43,10306,55486063,17253947,mafisc,4,31,31,82,88
dop,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.00025,0.269323,0.05,0.06,0:00.12,94,110.08,138,55486063,19476634,lz4,4,31,31,82,88
extw,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.1,0.20703,0.03,0.06,0:00.09,94,117.07,109,55486047,55487804,NONE,4,31,31,82,88
extw,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.1,0.20703,0.12,0.04,0:00.18,92,111.87,199,55486047,7490411,blosc,4,31,31,82,88
extw,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.1,0.20703,3.23,0.46,0:03.70,99,462.95,3718,55486047,759861,mafisc,4,31,31,82,88
extw,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0.1,0.20703,0.04,0.05,0:00.11,90,117.88,120,55486047,5319980,lz4,4,31,31,82,88
fPAR,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.369264,0.01,0.07,0:00.09,94,124.05,106,55486043,55487804,NONE,4,31,31,82,88
fPAR,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.369264,0.18,0.05,0:00.25,95,123.36,269,55486043,18435823,blosc,4,31,31,82,88
fPAR,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.369264,8.41,0.47,0:08.91,99,1059.95,8921,55486043,14427065,mafisc,4,31,31,82,88
fPAR,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.369264,0.05,0.05,0:00.12,93,113.45,129,55486043,15652198,lz4,4,31,31,82,88
f_air_o2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-846.593189,85.755549,0,0.08,0:00.09,94,126.12,108,55486041,55487804,NONE,4,31,31,82,88
f_air_o2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-846.593189,85.755549,0.1,0.05,0:00.17,91,115.57,185,55486041,6536203,blosc,4,31,31,82,88
f_air_o2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-846.593189,85.755549,3.07,0.44,0:03.53,99,467.9,3546,55486041,1217129,mafisc,4,31,31,82,88
f_air_o2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-846.593189,85.755549,0.02,0.04,0:00.08,85,116.83,92,55486041,2211156,lz4,4,31,31,82,88
f_air_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-34.30673,391.294211,0.01,0.07,0:00.09,94,134.61,106,55486040,55487804,NONE,4,31,31,82,88
f_air_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-34.30673,391.294211,0.11,0.04,0:00.17,92,118.04,182,55486040,6527846,blosc,4,31,31,82,88
f_air_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-34.30673,391.294211,3.07,0.42,0:03.50,99,481.41,3519,55486040,1202929,mafisc,4,31,31,82,88
f_air_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-34.30673,391.294211,0.03,0.04,0:00.15,48,120.82,196,55486040,2211428,lz4,4,31,31,82,88
f_atm_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.155981,0.01,0.07,0:00.09,94,121.22,106,55486041,55487804,NONE,4,31,31,82,88
f_atm_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.155981,0.1,0.05,0:00.21,74,116.34,226,55486041,6651105,blosc,4,31,31,82,88
f_atm_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.155981,3.47,0.43,0:03.92,99,467.64,3933,55486041,1363549,mafisc,4,31,31,82,88
f_atm_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.155981,0.02,0.05,0:00.08,87,115.25,97,55486041,2431043,lz4,4,31,31,82,88
f_atm_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.350989,0.01,0.07,0:00.09,94,127.98,105,55486041,55487804,NONE,4,31,31,82,88
f_atm_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.350989,0.11,0.04,0:00.17,93,114.6,185,55486041,6660469,blosc,4,31,31,82,88
f_atm_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.350989,3.52,0.41,0:03.94,99,466.43,3960,55486041,1379245,mafisc,4,31,31,82,88
f_atm_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,0.350989,0.04,0.02,0:00.07,89,118.68,90,55486041,2432190,lz4,4,31,31,82,88
f_bac_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,0,24.866166,0.01,0.06,0:00.09,94,130.69,102,55486041,55487804,NONE,4,31,31,82,88
