Variable_Name,Data_Type,Type_Precision,Storage_Size,Number_of_Elements,DataType_Size,Number_of_Attributes,Storage_Layout,Fill_Value_Definition,Fill_Value,Min_Value,Max_Value,User_Time,System_Time,Elapsed_Time,CPU_Usage,Energy_Joules,Nano_Seconds,FileSize_in_Folder_Before,FileSize_in_Folder_After,Compressor,Array_Dimension,DM1,DM2,DM3,DM4
evap,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000346,8.4E-05,4.99,0.01,0:05.02,99,703.74,5032,9160646,8606877,zstd-22,3,124,96,192,
evapiac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-4E-05,5.7E-05,0.12,0.02,0:00.15,95,127.34,164,9160655,1139969,zstd,3,124,96,192,
evapiac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-4E-05,5.7E-05,0.21,0.03,0:00.25,95,116.08,267,9160655,1128613,zstd-11,3,124,96,192,
evapiac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-4E-05,5.7E-05,29.15,0.01,0:29.17,99,3519.11,29185,9160655,1125972,zstd-22,3,124,96,192,
evaplac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000271,5.9E-05,0.31,0.03,0:00.35,97,116.79,387,9160656,3120061,zstd,3,124,96,192,
evaplac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000271,5.9E-05,0.5,0.03,0:00.54,98,112.67,554,9160656,3096692,zstd-11,3,124,96,192,
evaplac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000271,5.9E-05,80.09,0.02,1:20.14,99,9529.95,80175,9160656,3089281,zstd-22,3,124,96,192,
evapwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000346,8.4E-05,0.59,0.02,0:00.62,98,121.3,638,9160657,5740680,zstd,3,124,96,192,
evapwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000346,8.4E-05,0.76,0.01,0:00.79,98,117.69,802,9160657,5715647,zstd-11,3,124,96,192,
evapwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000346,8.4E-05,23.88,0.02,0:23.92,99,2821.51,23937,9160657,5707782,zstd-22,3,124,96,192,
fage,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.782419,0.12,0.02,0:00.15,94,119.25,167,9160616,1099326,zstd,3,124,96,192,
fage,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.782419,0.22,0.01,0:00.25,94,112.07,265,9160616,1086851,zstd-11,3,124,96,192,
fage,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.782419,25.97,0,0:25.99,99,3044.05,26001,9160616,1084309,zstd-22,3,124,96,192,
friac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.12,0.02,0:00.14,94,122.67,158,9160621,795858,zstd,3,124,96,192,
friac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.32,0.01,0:00.35,97,117.44,364,9160621,776678,zstd-11,3,124,96,192,
friac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,25.3,0.01,0:25.35,99,3076.71,25366,9160621,774966,zstd-22,3,124,96,192,
geosp,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5134.390625,53852.609375,0.86,0.01,0:00.88,99,115.29,899,9160668,6130060,zstd,3,124,96,192,
geosp,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5134.390625,53852.609375,1.34,0.02,0:01.38,98,251.26,1397,9160668,5794764,zstd-11,3,124,96,192,
geosp,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5134.390625,53852.609375,8.77,0.01,0:08.79,99,1046.9,8803,9160668,5451532,zstd-22,3,124,96,192,
glac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.02,0.01,0:00.05,83,128.5,67,9160625,60318,zstd,3,124,96,192,
glac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.24,0,0:00.26,96,112.97,274,9160625,53364,zstd-11,3,124,96,192,
glac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,20.69,0.01,0:20.72,99,2443.85,20735,9160625,53364,zstd-22,3,124,96,192,
gld,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-17.327227,4.642487,0.1,0.01,0:00.12,92,135.26,131,9160641,971091,zstd,3,124,96,192,
gld,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-17.327227,4.642487,0.14,0.02,0:00.17,92,115.88,187,9160641,965341,zstd-11,3,124,96,192,
gld,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-17.327227,4.642487,44.65,0.01,0:44.68,99,5284.06,44699,9160641,966851,zstd-22,3,124,96,192,
hyai,DOUBLE,64,384,48,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,16465,0,0,0:00.02,65,126.82,34,6528,11684,zstd,1,48,,,
hyai,DOUBLE,64,384,48,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,16465,0,0.01,0:00.02,59,112.91,33,6528,11684,zstd-11,1,48,,,
hyai,DOUBLE,64,384,48,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,16465,0,0.01,0:00.02,58,112.5,39,6528,11684,zstd-22,1,48,,,
hyam,DOUBLE,64,376,47,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,16381.31,0,0.01,0:00.02,63,121.09,33,6520,11684,zstd,1,47,,,
hyam,DOUBLE,64,376,47,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,16381.31,0,0,0:00.02,50,114.96,37,6520,11684,zstd-11,1,47,,,
hyam,DOUBLE,64,376,47,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,16381.31,0,0.01,0:00.02,68,122.53,33,6520,11684,zstd-22,1,47,,,
hybi,DOUBLE,64,384,48,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0,0.01,0:00.02,68,120.01,31,6528,11684,zstd,1,48,,,
hybi,DOUBLE,64,384,48,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0,0.01,0:00.02,68,125.87,31,6528,11684,zstd-11,1,48,,,
hybi,DOUBLE,64,384,48,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0,0,0:00.02,48,114.96,39,6528,11684,zstd-22,1,48,,,
hybm,DOUBLE,64,376,47,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.99615,0,0,0:00.01,52,131.86,29,6520,11684,zstd,1,47,,,
hybm,DOUBLE,64,376,47,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.99615,0,0.01,0:00.02,57,112.33,38,6520,11684,zstd-11,1,47,,,
hybm,DOUBLE,64,376,47,8,3,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.99615,0,0.01,0:00.02,63,111.25,33,6520,11684,zstd-22,1,47,,,
lat,DOUBLE,64,768,96,8,8,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-88.572169,88.572169,0,0.01,0:00.02,69,125.22,32,6756,8042,zstd,1,96,,,
lat,DOUBLE,64,768,96,8,8,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-88.572169,88.572169,0.01,0,0:00.02,61,123.85,30,6756,8042,zstd-11,1,96,,,
lat,DOUBLE,64,768,96,8,8,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-88.572169,88.572169,0,0.01,0:00.02,62,111.38,40,6756,8042,zstd-22,1,96,,,
lev,DOUBLE,64,376,47,8,10,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1,47,0,0,0:00.01,63,118.09,29,5960,8359,zstd,1,47,,,
lev,DOUBLE,64,376,47,8,10,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1,47,0,0.01,0:00.03,59,117.46,42,5960,8359,zstd-11,1,47,,,
lev,DOUBLE,64,376,47,8,10,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1,47,0,0.01,0:00.02,64,120.19,35,5960,8359,zstd-22,1,47,,,
lon,DOUBLE,64,1536,192,8,8,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,358.125,0,0,0:00.02,69,124.19,36,6757,8043,zstd,1,192,,,
lon,DOUBLE,64,1536,192,8,8,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,358.125,0.01,0,0:00.02,66,115.33,35,6757,8043,zstd-11,1,192,,,
lon,DOUBLE,64,1536,192,8,8,H5D_CONTIGUOUS,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,358.125,0.01,0,0:00.03,63,113.07,44,6757,8043,zstd-22,1,192,,,
lsp,FLOAT,32,2063360,515840,4,7,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.016656,11.495805,0.08,0,0:00.09,92,128.37,108,2081812,1926431,zstd,3,124,2080,2,
lsp,FLOAT,32,2063360,515840,4,7,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.016656,11.495805,0.11,0.02,0:00.14,91,119.04,157,2081812,1920572,zstd-11,3,124,2080,2,
lsp,FLOAT,32,2063360,515840,4,7,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.016656,11.495805,2.33,0.01,0:02.35,99,343.27,2369,2081812,1918861,zstd-22,3,124,2080,2,
nc2,FLOAT,32,0,2,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,-517.01416,-517.01416,0,0,0:00.01,55,116.88,29,1720,1827,zstd,1,2,,,
nc2,FLOAT,32,0,2,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,-517.01416,-517.01416,0,0.01,0:00.02,60,124.81,29,1720,1856,zstd-11,1,2,,,
nc2,FLOAT,32,0,2,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,-517.01416,-517.01416,0,0.01,0:00.02,57,112.77,40,1720,1856,zstd-22,1,2,,,
nhyi,FLOAT,32,0,48,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,0,0,0,0,0:00.01,52,118.9,29,1688,1795,zstd,1,48,,,
nhyi,FLOAT,32,0,48,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,0,0,0,0.01,0:00.02,59,110.41,37,1688,1824,zstd-11,1,48,,,
nhyi,FLOAT,32,0,48,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,0,0,0,0.01,0:00.01,63,118.71,30,1688,1824,zstd-22,1,48,,,
nhym,FLOAT,32,0,47,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,0,0,0,0.01,0:00.02,63,119.43,31,1688,1795,zstd,1,47,,,
nhym,FLOAT,32,0,47,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,0,0,0,0,0:00.02,60,132.76,30,1688,1824,zstd-11,1,47,,,
nhym,FLOAT,32,0,47,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,0,0,0,0.01,0:00.03,60,112.49,40,1688,1824,zstd-22,1,47,,,
nsp,FLOAT,32,0,2080,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,-0.000171,-0.000171,0.01,0,0:00.02,60,121.58,30,1720,1827,zstd,1,2080,,,
nsp,FLOAT,32,0,2080,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,-0.000171,-0.000171,0,0.01,0:00.02,53,109.92,39,1720,1856,zstd-11,1,2080,,,
nsp,FLOAT,32,0,2080,4,4,H5D_CONTIGUOUS,H5D_FILL_VALUE_DEFAULT,0,-0.000171,-0.000171,0,0.01,0:00.02,68,121.71,32,1720,1856,zstd-22,1,2080,,,
q,FLOAT,32,429686784,107421696,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000584,0.024586,34.08,0.73,0:36.02,96,4136.05,36041,429707277,368885464,zstd,4,124,47,96,192
q,FLOAT,32,429686784,107421696,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000584,0.024586,68.53,0.55,1:09.26,99,8142.7,69296,429707277,367416668,zstd-11,4,124,47,96,192
q,FLOAT,32,429686784,107421696,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.000584,0.024586,350.93,4.05,5:55.21,99,41493.6,355245,429707277,361522183,zstd-22,4,124,47,96,192
qres,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,566.150574,0.01,0.02,0:00.05,79,115.24,65,9160671,33638,zstd,3,124,96,192,
qres,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,566.150574,0.03,0.02,0:00.06,89,135.44,79,9160671,33188,zstd-11,3,124,96,192,
qres,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,566.150574,11.45,0.01,0:11.49,99,1411.05,11504,9160671,34096,zstd-22,3,124,96,192,
qvi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0.138974,70.526649,0.18,0.02,0:00.22,96,111.74,235,9160667,8316157,zstd,3,124,96,192,
qvi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0.138974,70.526649,0.38,0.02,0:00.41,97,117.94,429,9160667,8316194,zstd-11,3,124,96,192,
qvi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0.138974,70.526649,5.12,0.02,0:05.16,99,708.96,5172,9160667,8314478,zstd-22,3,124,96,192,
relhum,FLOAT,32,429686784,107421696,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,48.71,0.74,0:51.04,96,5922.85,51107,429707234,364126817,zstd,4,124,47,96,192
relhum,FLOAT,32,429686784,107421696,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,84.67,0.55,1:25.64,99,9938.41,85677,429707234,362707319,zstd-11,4,124,47,96,192
relhum,FLOAT,32,429686784,107421696,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,321.14,3.91,5:25.21,99,37980.1,325244,429707234,359540599,zstd-22,4,124,47,96,192
runoff,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.002106,0.22,0.02,0:00.26,96,127.18,270,9160662,1836986,zstd,3,124,96,192,
runoff,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.002106,0.5,0.01,0:00.52,98,116.37,535,9160662,1794583,zstd-11,3,124,96,192,
runoff,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.002106,52.78,0.02,0:52.83,99,6284.61,52864,9160662,1773992,zstd-22,3,124,96,192,
sd,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5E-06,6E-06,2.55,0.14,0:02.71,99,347.05,2729,96998520,89754574,zstd,4,124,47,2080,2
sd,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5E-06,6E-06,7.22,0.16,0:07.40,99,943.6,7459,96998520,89672457,zstd-11,4,124,47,2080,2
sd,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5E-06,6E-06,208.79,0.18,3:29.13,99,24414.3,209166,96998520,88912825,zstd-22,4,124,47,2080,2
seaice,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.15,0,0:00.16,94,113.34,178,9160618,942318,zstd,3,124,96,192,
seaice,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.4,0.02,0:00.44,97,125.04,450,9160618,920934,zstd-11,3,124,96,192,
seaice,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,23.54,0.01,0:23.58,99,2854.01,23591,9160618,919361,zstd-22,3,124,96,192,
siced,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,2,0.03,0.02,0:00.06,87,126.09,77,9160637,106939,zstd,3,124,96,192,
siced,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,2,0.23,0.01,0:00.26,94,112.57,272,9160637,95755,zstd-11,3,124,96,192,
siced,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,2,27.11,0.01,0:27.14,99,3324.01,27156,9160637,85865,zstd-22,3,124,96,192,
sicepdi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.020617,0.01,0.02,0:00.04,83,119.84,59,9160654,25039,zstd,3,124,96,192,
sicepdi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.020617,0.05,0.01,0:00.07,87,125.49,84,9160654,24935,zstd-11,3,124,96,192,
sicepdi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.020617,2.19,0.02,0:02.23,99,351.48,2249,9160654,25061,zstd-22,3,124,96,192,
sicepdw,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.318769,0.02,0.02,0:00.05,84,127,64,9160654,41036,zstd,3,124,96,192,
sicepdw,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.318769,0.04,0.02,0:00.08,84,111.12,93,9160654,40389,zstd-11,3,124,96,192,
sicepdw,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.318769,16.69,0.01,0:16.71,99,2003.29,16724,9160654,41547,zstd-22,3,124,96,192,
sicepres,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5080.67041,5028.304688,0.07,0.01,0:00.09,92,116.37,107,9160651,359623,zstd,3,124,96,192,
sicepres,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5080.67041,5028.304688,0.21,0.02,0:00.24,96,109.81,254,9160651,346878,zstd-11,3,124,96,192,
sicepres,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-5080.67041,5028.304688,69.95,0.03,1:10.01,99,8211.15,70042,9160651,356140,zstd-22,3,124,96,192,
slm,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.06,0.01,0:00.08,90,117.49,97,9160624,199760,zstd,3,124,96,192,
slm,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.58,0.01,0:00.60,98,114.13,611,9160624,153136,zstd-11,3,124,96,192,
slm,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,76.79,0.01,1:16.84,99,9013.31,76870,9160624,145108,zstd-22,3,124,96,192,
sn,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.949512,0.15,0,0:00.17,95,122.53,186,9160638,1037278,zstd,3,124,96,192,
sn,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.949512,0.22,0.01,0:00.24,96,113.02,258,9160638,1028476,zstd-11,3,124,96,192,
sn,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.949512,25.24,0.01,0:25.28,99,3052.85,25296,9160638,1029588,zstd-22,3,124,96,192,
snacl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.001576,0.001125,0.26,0.01,0:00.28,97,136.62,299,9160662,2158959,zstd,3,124,96,192,
snacl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.001576,0.001125,0.41,0.02,0:00.46,96,111.55,476,9160662,2136739,zstd-11,3,124,96,192,
snacl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-0.001576,0.001125,75.58,0.01,1:15.64,99,8962.72,75678,9160662,2131874,zstd-22,3,124,96,192,
snc,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0,0.02,0.01,0:00.04,81,117.65,59,9160652,24180,zstd,3,124,96,192,
snc,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0,0.03,0.01,0:00.06,86,111.28,72,9160652,24180,zstd-11,3,124,96,192,
snc,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0,0.05,0.02,0:00.09,86,120.97,103,9160652,24180,zstd-22,3,124,96,192,
sni,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.5,0.14,0.01,0:00.16,95,125.99,178,9160659,1265843,zstd,3,124,96,192,
sni,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.5,0.23,0.02,0:00.26,95,116.48,278,9160659,1252746,zstd-11,3,124,96,192,
sni,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.5,22.59,0.02,0:22.62,99,2683.07,22639,9160659,1252421,zstd-22,3,124,96,192,
snifrac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.07,0.01,0:00.09,90,120.06,108,9160622,327942,zstd,3,124,96,192,
snifrac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,0.34,0.02,0:00.37,98,120.72,386,9160622,301934,zstd-11,3,124,96,192,
snifrac,FLOAT,32,9142272,2285568,4,5,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1,23.49,0.03,0:23.54,99,2808.62,23559,9160622,287559,zstd-22,3,124,96,192,
snmel,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.001606,0.16,0.01,0:00.19,95,114.61,201,9160644,1158715,zstd,3,124,96,192,
snmel,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.001606,0.32,0.03,0:00.36,96,115.98,379,9160644,1133146,zstd-11,3,124,96,192,
snmel,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,0.001606,77.75,0.02,1:17.79,99,9157.26,77822,9160644,1131553,zstd-22,3,124,96,192,
sofliac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,321.089996,0.06,0.01,0:00.08,88,119.28,98,9160649,327736,zstd,3,124,96,192,
sofliac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,321.089996,0.11,0.02,0:00.14,95,124.78,154,9160649,321203,zstd-11,3,124,96,192,
