Variable_Name,Data_Type,Type_Precision,Storage_Size,Number_of_Elements,DataType_Size,Number_of_Attributes,Storage_Layout,Fill_Value_Definition,Fill_Value,Min_Value,Max_Value,User_Time,System_Time,Elapsed_Time,CPU_Usage,Energy_Joules,Nano_Seconds,FileSize_in_Folder_Before,FileSize_in_Folder_After,Compressor,Array_Dimension,DM1,DM2,DM3,DM4
sofliac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,321.089996,60.07,0.02,1:00.12,99,7136.61,60154,9160649,323878,zstd-22,3,124,96,192,
sofllac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,857.819397,0.21,0.02,0:00.24,96,116.89,258,9160650,2055057,zstd,3,124,96,192,
sofllac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,857.819397,0.37,0,0:00.38,98,118.02,398,9160650,2039928,zstd-11,3,124,96,192,
sofllac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,857.819397,113.47,0.03,1:53.53,99,13414.6,113564,9160650,2037615,zstd-22,3,124,96,192,
soflwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,0.44,0.02,0:00.47,98,117.99,485,9160651,3960295,zstd,3,124,96,192,
soflwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,0.55,0.02,0:00.58,98,122.11,594,9160651,3946143,zstd-11,3,124,96,192,
soflwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,59.75,0.01,0:59.78,99,7051.32,59815,9160651,3943595,zstd-22,3,124,96,192,
srad0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1202.641235,0.46,0.01,0:00.48,97,118.03,498,9160656,5786984,zstd,3,124,96,192,
srad0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1202.641235,0.53,0.02,0:00.56,98,122.74,576,9160656,5786808,zstd-11,3,124,96,192,
srad0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1202.641235,34.52,0.01,0:34.59,99,4139.36,34622,9160656,5778866,zstd-22,3,124,96,192,
srad0d,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1290.127563,0.44,0.03,0:00.49,97,113.48,502,9160661,5747640,zstd,3,124,96,192,
srad0d,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1290.127563,0.53,0.02,0:00.56,98,114.01,579,9160661,5747191,zstd-11,3,124,96,192,
srad0d,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1290.127563,34.69,0.02,0:34.73,99,4136.27,34769,9160661,5739113,zstd-22,3,124,96,192,
srad0u,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-941.931274,0,0.47,0,0:00.48,98,115.12,498,9160659,5747177,zstd,3,124,96,192,
srad0u,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-941.931274,0,0.54,0.01,0:00.56,98,125.51,577,9160659,5747400,zstd-11,3,124,96,192,
srad0u,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-941.931274,0,34.61,0.01,0:34.65,99,4120.04,34690,9160659,5738639,zstd-22,3,124,96,192,
sradl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1159.36853,0.45,0.02,0:00.49,98,119.07,501,9160654,5804514,zstd,3,124,96,192,
sradl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1159.36853,0.54,0.01,0:00.56,98,115.52,577,9160654,5804334,zstd-11,3,124,96,192,
sradl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1159.36853,34.62,0,0:34.65,99,4089.13,34680,9160654,5796451,zstd-22,3,124,96,192,
srads,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,0.46,0.01,0:00.48,98,131.65,500,9160660,5820752,zstd,3,124,96,192,
srads,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,0.53,0.02,0:00.56,98,117,579,9160660,5821094,zstd-11,3,124,96,192,
srads,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,33.86,0.02,0:33.90,99,3990.6,33936,9160660,5812972,zstd-22,3,124,96,192,
sradsu,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-760.214661,0,0.46,0.01,0:00.48,98,120,500,9160663,5841664,zstd,3,124,96,192,
sradsu,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-760.214661,0,0.72,0,0:00.73,98,129.19,746,9160663,5843821,zstd-11,3,124,96,192,
sradsu,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-760.214661,0,24.12,0.03,0:24.17,99,2943.09,24190,9160663,5836342,zstd-22,3,124,96,192,
sraf0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1203.857056,0.46,0.01,0:00.48,98,126.96,495,9160672,5779462,zstd,3,124,96,192,
sraf0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1203.857056,0.53,0.01,0:00.57,97,109,582,9160672,5778883,zstd-11,3,124,96,192,
sraf0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1203.857056,35.2,0.01,0:35.22,99,4235.74,35236,9160672,5770730,zstd-22,3,124,96,192,
srafl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1160.033813,0.45,0.01,0:00.48,97,137.16,499,9160666,5791566,zstd,3,124,96,192,
srafl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1160.033813,0.54,0.01,0:00.56,98,122.69,577,9160666,5790982,zstd-11,3,124,96,192,
srafl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1160.033813,35,0.01,0:35.03,99,4095.46,35051,9160666,5782771,zstd-22,3,124,96,192,
srafs,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,0.44,0.03,0:00.48,98,120.47,497,9160672,5799370,zstd,3,124,96,192,
srafs,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,0.53,0.02,0:00.56,98,124.68,577,9160672,5799811,zstd-11,3,124,96,192,
srafs,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,1002.38501,33.23,0.02,0:33.27,99,3962.17,33290,9160672,5791930,zstd-22,3,124,96,192,
st,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-14.801091,285.303894,2.56,0.15,0:02.73,99,352.78,2744,96998519,90333087,zstd,4,124,47,2080,2
st,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-14.801091,285.303894,6.95,0.16,0:07.14,99,938.98,7160,96998519,90257343,zstd-11,4,124,47,2080,2
st,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-14.801091,285.303894,246.95,0.18,4:07.30,99,29018.6,247339,96998519,89452264,zstd-22,4,124,47,2080,2
svo,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-1.9E-05,2.1E-05,2.53,0.17,0:02.72,99,360.53,2739,96998519,89845854,zstd,4,124,47,2080,2
svo,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-1.9E-05,2.1E-05,6.6,0.15,0:06.77,99,820.34,6789,96998519,89760180,zstd-11,4,124,47,2080,2
svo,FLOAT,32,96977920,24244480,4,8,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-1.9E-05,2.1E-05,257.01,0.29,4:17.50,99,30166.6,257535,96998519,88980817,zstd-22,4,124,47,2080,2
t2max,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,217.244629,320.307404,0.19,0.02,0:00.22,96,123.57,238,9160650,7482851,zstd,3,124,96,192,
t2max,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,217.244629,320.307404,0.59,0.02,0:00.63,98,115.35,643,9160650,7482874,zstd-11,3,124,96,192,
t2max,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,217.244629,320.307404,6.71,0.03,0:06.75,99,806.56,6769,9160650,7169888,zstd-22,3,124,96,192,
t2min,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.870712,314.698792,0.18,0.02,0:00.22,95,116.63,235,9160650,7480511,zstd,3,124,96,192,
t2min,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.870712,314.698792,0.59,0.03,0:00.63,97,111.28,651,9160650,7480431,zstd-11,3,124,96,192,
t2min,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.870712,314.698792,6.75,0.03,0:06.80,99,811.81,6816,9160650,7187724,zstd-22,3,124,96,192,
temp2,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.975372,319.963135,0.19,0.01,0:00.22,95,110.33,238,9160642,7481915,zstd,3,124,96,192,
temp2,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.975372,319.963135,0.59,0.02,0:00.62,98,129.59,639,9160642,7481953,zstd-11,3,124,96,192,
temp2,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.975372,319.963135,6.73,0.01,0:06.77,99,816.8,6782,9160642,7178320,zstd-22,3,124,96,192,
thvsig,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1E-05,31.715155,0.19,0.02,0:00.22,96,119.08,237,9160666,8467161,zstd,3,124,96,192,
thvsig,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1E-05,31.715155,0.39,0.01,0:00.42,97,119.76,432,9160666,8467196,zstd-11,3,124,96,192,
thvsig,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1E-05,31.715155,5.55,0.01,0:05.58,99,704.38,5599,9160666,8472628,zstd-22,3,124,96,192,
time,DOUBLE,64,4096,124,8,7,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1096,1126.75,0,0.01,0:00.02,69,125.76,35,10031,8092,zstd,1,124,,,
time,DOUBLE,64,4096,124,8,7,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1096,1126.75,0,0,0:00.02,72,117.21,35,10031,8092,zstd-11,1,124,,,
time,DOUBLE,64,4096,124,8,7,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,1096,1126.75,0.01,0.01,0:00.03,64,117.01,43,10031,8092,zstd-22,1,124,,,
topmax,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,8187.185059,99999,0.6,0.02,0:00.63,98,116.99,641,9160658,4625233,zstd,3,124,96,192,
topmax,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,8187.185059,99999,1.43,0.01,0:01.46,99,232.72,1480,9160658,4578167,zstd-11,3,124,96,192,
topmax,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,8187.185059,99999,20.1,0.01,0:20.13,99,2492.03,20145,9160658,4540149,zstd-22,3,124,96,192,
tpot,FLOAT,32,429686784,107421696,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,221.195145,6961.096191,33.55,0.65,0:34.46,99,4082.93,34483,429707277,352416994,zstd,4,124,47,96,192
tpot,FLOAT,32,429686784,107421696,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,221.195145,6961.096191,83.21,0.5,1:23.80,99,9721.29,83838,429707277,350642468,zstd-11,4,124,47,96,192
tpot,FLOAT,32,429686784,107421696,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,221.195145,6961.096191,252.92,3.91,4:16.96,99,30026.2,256997,429707277,334890430,zstd-22,4,124,47,96,192
trad0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-365.659424,-97.055283,0.18,0.03,0:00.22,95,122.64,235,9160660,7739085,zstd,3,124,96,192,
trad0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-365.659424,-97.055283,0.38,0.02,0:00.42,98,116.33,433,9160660,7739450,zstd-11,3,124,96,192,
trad0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-365.659424,-97.055283,9.12,0.02,0:09.17,99,1177.75,9190,9160660,7736164,zstd-22,3,124,96,192,
tradl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-358.06958,-25.710148,0.2,0.01,0:00.21,96,119.23,229,9160656,7814426,zstd,3,124,96,192,
tradl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-358.06958,-25.710148,0.38,0.03,0:00.42,96,111.56,440,9160656,7814804,zstd-11,3,124,96,192,
tradl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-358.06958,-25.710148,8.75,0.03,0:08.79,99,1059.81,8801,9160656,7811801,zstd-22,3,124,96,192,
trads,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,54.594711,0.18,0.02,0:00.22,96,119.74,234,9160662,8205379,zstd,3,124,96,192,
trads,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,54.594711,0.37,0.03,0:00.41,98,120.14,425,9160662,8205453,zstd-11,3,124,96,192,
trads,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,54.594711,8.33,0.02,0:08.38,99,1051.72,8395,9160662,8210323,zstd-22,3,124,96,192,
tradsu,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-642.878296,-120.240417,0.19,0.02,0:00.22,96,110.47,238,9160665,7764869,zstd,3,124,96,192,
tradsu,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-642.878296,-120.240417,0.4,0.02,0:00.43,97,111.59,445,9160665,7765252,zstd-11,3,124,96,192,
tradsu,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-642.878296,-120.240417,7.02,0.03,0:07.07,99,942.67,7086,9160665,7739056,zstd-22,3,124,96,192,
traf0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-365.659424,-128.366013,0.19,0.02,0:00.22,96,135.1,231,9160672,7687410,zstd,3,124,96,192,
traf0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-365.659424,-128.366013,0.41,0.02,0:00.44,98,116.7,459,9160672,7688179,zstd-11,3,124,96,192,
traf0,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-365.659424,-128.366013,7.62,0.01,0:07.65,99,929.07,7666,9160672,7665776,zstd-22,3,124,96,192,
trafl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-358.06958,-104.255318,0.19,0.01,0:00.22,96,124.67,233,9160668,7728696,zstd,3,124,96,192,
trafl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-358.06958,-104.255318,0.39,0.03,0:00.43,97,114.13,451,9160668,7729306,zstd-11,3,124,96,192,
trafl,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-358.06958,-104.255318,7.91,0.02,0:07.95,99,934.64,7969,9160668,7713742,zstd-22,3,124,96,192,
trafs,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,-6.155874,0.2,0.01,0:00.22,96,114.9,232,9160672,7797694,zstd,3,124,96,192,
trafs,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,-6.155874,0.38,0.02,0:00.41,98,120,428,9160672,7797958,zstd-11,3,124,96,192,
trafs,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,-6.155874,10.94,0.03,0:10.98,99,1272.07,10999,9160672,7801915,zstd-22,3,124,96,192,
trfliac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-114.172783,56.578655,0.13,0.01,0:00.15,94,126.98,166,9160649,1122231,zstd,3,124,96,192,
trfliac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-114.172783,56.578655,0.22,0.01,0:00.25,95,108.11,265,9160649,1109000,zstd-11,3,124,96,192,
trfliac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-114.172783,56.578655,27.91,0.01,0:27.94,99,3270.7,27957,9160649,1106487,zstd-22,3,124,96,192,
trfllac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,52.844414,0.33,0.01,0:00.35,97,127.9,367,9160650,2946979,zstd,3,124,96,192,
trfllac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,52.844414,0.51,0.02,0:00.54,98,115.81,559,9160650,2914375,zstd-11,3,124,96,192,
trfllac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-221.135681,52.844414,79.8,0.02,1:19.85,99,9440.17,79884,9160650,2907822,zstd-22,3,124,96,192,
trflwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-186.231918,32.063683,0.6,0.01,0:00.62,98,116.46,639,9160651,5646361,zstd,3,124,96,192,
trflwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-186.231918,32.063683,0.76,0.02,0:00.80,99,119.08,812,9160651,5620072,zstd-11,3,124,96,192,
trflwac,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-186.231918,32.063683,23.94,0.01,0:23.98,99,2835.57,23995,9160651,5612933,zstd-22,3,124,96,192,
tropo,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,6736.421387,57547.90625,0.19,0.02,0:00.22,96,118.68,235,9160658,7821836,zstd,3,124,96,192,
tropo,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,6736.421387,57547.90625,0.38,0.02,0:00.42,96,113.28,438,9160658,7822070,zstd-11,3,124,96,192,
tropo,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,6736.421387,57547.90625,7.91,0.02,0:07.95,99,927.38,7966,9160658,7817386,zstd-22,3,124,96,192,
tsi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.273361,273.149994,0.14,0.01,0:00.16,94,114.01,179,9160654,1161730,zstd,3,124,96,192,
tsi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.273361,273.149994,0.54,0.01,0:00.56,98,127.59,575,9160654,1156552,zstd-11,3,124,96,192,
tsi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,216.273361,273.149994,14.09,0.03,0:14.14,99,1762.55,14158,9160654,1148400,zstd-22,3,124,96,192,
tsicepdi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,272.716003,273.149994,0.01,0.02,0:00.04,84,123.04,55,9160663,24317,zstd,3,124,96,192,
tsicepdi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,272.716003,273.149994,0.03,0.01,0:00.06,80,123.52,74,9160663,24317,zstd-11,3,124,96,192,
tsicepdi,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,272.716003,273.149994,1.14,0.02,0:01.17,99,249.38,1189,9160663,24385,zstd-22,3,124,96,192,
tslm1,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,327.664703,0.32,0.01,0:00.35,97,117.4,362,9160655,2727555,zstd,3,124,96,192,
tslm1,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,327.664703,0.57,0.01,0:00.59,98,112,611,9160655,2695792,zstd-11,3,124,96,192,
tslm1,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,0,327.664703,73.17,0.02,1:13.22,99,8766.67,73255,9160655,2693002,zstd-22,3,124,96,192,
tsurf,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,214.658661,325.961639,0.2,0.01,0:00.22,95,111.14,238,9160647,7481346,zstd,3,124,96,192,
tsurf,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,214.658661,325.961639,0.62,0.01,0:00.64,98,110.36,660,9160647,7479702,zstd-11,3,124,96,192,
tsurf,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,214.658661,325.961639,6.58,0.02,0:06.61,99,823.9,6629,9160647,7128515,zstd-22,3,124,96,192,
tsw,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,271.380005,303.710175,0.57,0.01,0:00.59,98,110.95,605,9160656,4478876,zstd,3,124,96,192,
tsw,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,271.380005,303.710175,1.05,0.03,0:01.10,98,230.57,1117,9160656,4441782,zstd-11,3,124,96,192,
tsw,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,271.380005,303.710175,20.98,0.03,0:21.02,99,2455.74,21040,9160656,4179116,zstd-22,3,124,96,192,
u10,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-29.37162,31.560709,0.18,0.03,0:00.22,96,113.6,236,9160644,8505531,zstd,3,124,96,192,
u10,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-29.37162,31.560709,0.37,0.02,0:00.41,98,118.22,425,9160644,8505538,zstd-11,3,124,96,192,
u10,FLOAT,32,9142272,2285568,4,6,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,9.96920996838687E+036,-29.37162,31.560709,5.56,0.02,0:05.60,99,698.84,5615,9160644,8511310,zstd-22,3,124,96,192,
